app_id,income,dti,age,bureau_score,new_to_credit,recent_arrears,utilisation,hardship_flag,segment
458,22115.0,0.247,51,597.0,1,0,0.668,0,Core
459,33409.0,0.099,54,697.0,0,1,0.503,0,Value
460,29465.0,0.09,23,620.0,1,0,0.487,0,Value
461,33185.0,0.169,61,736.0,0,1,0.969,0,Value
462,22211.0,0.162,30,628.0,0,0,0.341,0,HighRisk
463,17046.0,0.301,64,643.0,0,0,0.788,0,Value
464,15000.0,0.177,47,648.0,0,0,0.296,0,HighRisk
465,20109.0,0.236,36,676.0,0,0,0.694,0,Value
466,25323.0,0.227,23,698.0,1,0,0.706,0,Core
467,26833.0,0.267,21,707.0,1,0,0.438,0,Value
468,58573.0,0.479,57,680.0,0,0,0.282,0,Value
469,43787.0,0.399,39,607.0,0,0,0.117,0,HighRisk
470,21232.0,0.322,62,720.0,0,0,0.415,0,Core
471,33580.0,0.265,32,677.0,0,0,0.666,0,Core
472,25784.0,0.268,66,744.0,0,0,0.313,0,Value
473,26916.0,0.359,67,641.0,1,1,0.571,0,Core
474,31725.0,0.39,25,592.0,1,0,0.225,0,Value
475,36927.0,0.211,52,678.0,0,0,0.499,0,Core
476,26404.0,0.324,67,751.0,1,0,0.298,0,Core
477,43146.0,0.076,36,689.0,0,0,0.533,1,Core
478,19937.0,0.345,24,669.0,1,0,0.44,0,Value
479,29799.0,0.411,63,632.0,1,1,0.288,0,Core
480,73805.0,0.286,44,777.0,0,0,0.405,0,Value
481,32147.0,0.538,22,623.0,1,0,0.344,0,Value
482,49101.0,0.214,62,640.0,0,1,0.261,0,Value
483,30700.0,0.346,54,711.0,0,0,0.788,0,Core
484,36435.0,0.316,24,578.0,1,0,0.471,0,Core
485,29148.0,0.308,33,750.0,1,0,0.066,0,Value
486,28011.0,0.306,21,714.0,1,0,0.413,0,Core
487,22633.0,0.333,67,729.0,0,0,0.751,0,Core
488,34565.0,0.422,22,711.0,1,0,0.383,0,HighRisk
489,22070.0,0.485,59,671.0,0,0,0.88,0,Core
490,37532.0,0.32,46,622.0,0,0,0.362,0,Core
491,43471.0,0.418,49,672.0,1,0,0.661,0,HighRisk
492,33802.0,0.236,60,626.0,0,0,0.778,0,Core
493,26898.0,0.412,64,707.0,0,0,0.649,0,Core
494,34853.0,0.229,27,724.0,1,0,0.248,0,Core
495,26688.0,0.451,21,761.0,1,0,0.343,0,Value
496,41251.0,0.585,27,700.0,1,0,0.807,0,HighRisk
497,15662.0,0.305,54,731.0,1,0,0.373,0,Value
498,26437.0,0.057,48,664.0,0,0,0.765,0,HighRisk
499,15000.0,0.254,25,654.0,1,0,0.455,0,Core
500,17619.0,0.468,32,706.0,0,0,0.581,0,Value
501,47923.0,0.386,47,659.0,0,0,0.245,0,Core
502,40673.0,0.35,56,695.0,0,0,0.416,0,HighRisk
503,23114.0,0.441,37,622.0,0,0,0.357,0,HighRisk
504,17573.0,0.378,67,632.0,1,0,0.6,0,Core
505,15000.0,0.466,69,715.0,0,0,0.571,0,Value
506,24582.0,0.43,58,729.0,0,0,0.652,0,Value
507,69366.0,0.503,43,626.0,0,0,0.442,0,Core
508,34621.0,0.363,63,717.0,0,0,0.345,0,Value
509,24444.0,0.429,56,651.0,1,1,0.59,0,HighRisk
510,34989.0,0.283,46,681.0,0,0,0.323,0,Core
511,17217.0,0.248,42,758.0,0,0,0.787,0,Core
512,26794.0,0.525,61,724.0,0,0,0.525,0,HighRisk
513,30786.0,0.346,48,724.0,0,0,0.478,0,Core
514,28850.0,0.417,29,785.0,0,0,0.652,0,Core
515,39214.0,0.335,69,641.0,1,0,0.533,0,Value
516,33544.0,0.25,24,626.0,1,0,0.185,0,Value
517,37568.0,0.321,55,640.0,0,1,0.316,0,Core
518,23367.0,0.492,53,666.0,0,1,0.783,0,Core
519,40710.0,0.387,49,550.0,0,1,0.568,0,Value
520,52582.0,0.115,23,669.0,1,0,0.18,0,Core
521,21172.0,0.294,45,650.0,0,0,0.627,0,Value
522,21792.0,0.534,64,723.0,0,1,0.427,0,HighRisk
523,47454.0,0.294,32,699.0,0,1,0.358,0,Core
524,27807.0,0.104,54,647.0,0,0,0.298,0,HighRisk
525,48598.0,0.547,63,712.0,0,0,0.77,0,Value
526,25466.0,0.402,67,720.0,0,0,0.118,0,HighRisk
527,49477.0,0.312,46,638.0,0,0,0.366,1,Core
528,31133.0,0.275,36,653.0,0,0,0.576,0,Core
529,32545.0,0.45,55,558.0,0,0,0.897,0,Value
530,51413.0,0.255,44,620.0,0,0,0.672,0,HighRisk
531,26196.0,0.458,51,639.0,0,0,0.364,0,HighRisk
532,21388.0,0.385,57,684.0,0,0,0.886,0,Core
533,25413.0,0.349,55,628.0,0,1,0.252,0,Core
534,34833.0,0.337,32,652.0,0,0,0.608,0,Core
535,17188.0,0.299,58,613.0,1,0,0.657,0,Value
536,37165.0,0.445,47,689.0,0,0,0.356,0,Value
537,24623.0,0.216,66,703.0,0,0,0.703,0,Value
538,44433.0,0.125,53,702.0,0,0,0.437,0,Core
539,15000.0,0.394,64,681.0,0,0,0.703,0,HighRisk
540,22577.0,0.396,68,595.0,0,0,0.145,0,Core
541,16477.0,0.378,69,646.0,1,0,0.624,0,Core
542,22266.0,0.369,57,658.0,0,0,0.459,0,Value
543,32425.0,0.282,50,658.0,0,0,0.803,0,Core
544,27925.0,0.414,26,684.0,1,0,0.54,0,Value
545,27209.0,0.315,39,758.0,0,0,0.825,0,Value
546,28121.0,0.262,44,725.0,0,0,0.662,0,Core
547,31926.0,0.283,59,626.0,0,0,0.522,0,Core
548,20890.0,0.562,49,717.0,0,0,0.723,0,Core
549,38078.0,0.112,42,715.0,1,0,0.725,0,Value
550,37494.0,0.38,28,636.0,0,0,0.654,0,Core
551,34022.0,0.119,56,727.0,0,0,0.046,0,Core
552,36127.0,0.307,42,671.0,0,0,0.334,0,Core
553,32983.0,0.268,22,602.0,1,1,0.855,0,Value
554,60614.0,0.07,34,705.0,0,0,0.274,0,Core
555,28840.0,0.367,64,692.0,0,0,0.744,0,Core
556,26703.0,0.274,26,667.0,1,0,0.705,0,Core
557,22840.0,0.068,40,678.0,0,0,0.39,0,Core
558,20717.0,0.421,46,640.0,0,1,0.111,0,Core
559,19234.0,0.492,25,714.0,1,0,0.425,0,Core
560,21784.0,0.499,29,678.0,0,0,1.007,0,Value
561,29006.0,0.363,67,689.0,0,0,0.36,0,Core
562,33423.0,0.326,49,700.0,0,0,0.375,0,Core
563,30270.0,0.479,31,616.0,0,0,0.331,0,HighRisk
564,22744.0,0.522,29,631.0,0,0,0.817,0,Core
565,40744.0,0.456,41,558.0,0,0,0.497,0,Core
566,38515.0,0.207,56,711.0,1,0,0.412,0,Core
567,28117.0,0.344,56,613.0,0,0,0.861,0,Core
568,23659.0,0.373,30,687.0,0,0,0.677,0,Core
569,36024.0,0.103,56,700.0,0,0,0.348,0,HighRisk
570,31755.0,0.376,64,713.0,0,0,0.281,0,Core
571,17911.0,0.593,32,614.0,0,0,0.805,0,Value
572,29034.0,0.397,22,676.0,1,1,0.554,0,HighRisk
573,32588.0,0.497,67,772.0,1,0,0.209,0,Core
574,21701.0,0.342,46,774.0,0,0,0.158,0,Value
575,31775.0,0.311,59,734.0,0,0,0.304,0,Core
576,17869.0,0.366,36,699.0,0,0,0.277,0,Core
577,47461.0,0.222,35,625.0,1,0,0.1,0,Value
578,46018.0,0.204,32,720.0,0,0,0.308,0,Core
579,27218.0,0.472,31,671.0,0,0,0.348,0,HighRisk
580,33766.0,0.485,44,711.0,0,1,0.448,0,Value
581,15000.0,0.201,26,645.0,1,0,0.922,0,Core
582,19836.0,0.436,62,670.0,0,0,0.491,0,Core
583,26827.0,0.31,46,689.0,0,1,0.513,1,Value
584,20430.0,0.361,65,694.0,0,0,0.662,0,Core
585,38179.0,0.375,45,707.0,0,0,0.498,0,Core
586,59818.0,0.439,35,648.0,0,0,0.638,0,Core
587,19696.0,0.33,46,606.0,0,0,0.612,0,Core
588,22179.0,0.489,28,769.0,0,0,0.577,0,HighRisk
589,32287.0,0.357,61,817.0,1,0,1.159,0,Core
590,52255.0,0.395,56,705.0,0,0,0.75,0,Core
591,19383.0,0.22,28,607.0,0,0,0.312,0,Value
592,32440.0,0.579,49,637.0,0,0,0.631,0,Value
593,56244.0,0.376,47,708.0,0,0,0.376,0,HighRisk
594,16679.0,0.406,30,754.0,0,0,0.648,0,HighRisk
595,18989.0,0.127,26,613.0,1,0,0.247,0,Core
596,25636.0,0.221,58,673.0,0,0,0.306,0,Core
597,24780.0,0.469,33,691.0,0,0,0.626,0,Value
598,39514.0,0.354,46,728.0,0,0,0.769,0,Core
599,32357.0,0.09,33,661.0,0,0,0.661,0,Value
600,15975.0,0.445,53,594.0,0,0,0.738,0,Core
601,35610.0,0.255,23,714.0,1,1,0.632,0,HighRisk
602,24291.0,0.489,38,742.0,0,0,0.588,0,Value
603,46447.0,0.309,47,675.0,0,0,0.439,0,Value
604,23869.0,0.345,42,702.0,0,0,0.729,0,Core
605,23794.0,0.461,51,654.0,0,0,0.775,0,HighRisk
606,35932.0,0.212,29,633.0,0,0,0.536,0,Value
607,38833.0,0.201,42,736.0,1,0,0.524,0,Value
608,34781.0,0.296,58,701.0,1,0,0.9,0,Value
609,16482.0,0.419,37,707.0,0,0,0.546,0,Core
610,35894.0,0.16,28,763.0,0,0,0.567,0,Core
611,20702.0,0.12,62,622.0,0,0,0.657,0,Core
612,32285.0,0.419,59,650.0,0,0,0.528,0,Value
613,18064.0,0.248,54,689.0,0,0,0.37,0,Value
614,34760.0,0.273,60,649.0,0,0,0.633,0,Core
615,22420.0,0.097,59,723.0,0,0,0.541,0,HighRisk
616,18979.0,0.239,57,670.0,1,0,0.955,0,Core
617,38171.0,0.319,45,625.0,0,0,0.723,0,Value
618,32357.0,0.432,21,684.0,1,0,0.419,0,Core
619,23983.0,0.227,50,689.0,0,0,0.71,0,Core
620,49410.0,0.519,34,731.0,0,0,0.618,0,Core
621,25483.0,0.238,58,702.0,1,0,0.838,0,Value
622,30069.0,0.238,43,705.0,1,0,0.435,1,Value
623,32667.0,0.504,65,698.0,1,0,0.592,0,Core
624,23935.0,0.345,50,670.0,0,0,0.528,0,Core
625,35063.0,0.254,47,641.0,0,0,0.563,0,Value
626,24669.0,0.301,66,696.0,0,0,0.355,0,Core
627,25743.0,0.482,44,662.0,0,0,0.677,0,Value
628,47903.0,0.496,39,773.0,0,0,0.642,0,Core
629,20657.0,0.222,39,754.0,0,0,0.833,0,HighRisk
630,15000.0,0.315,63,715.0,0,0,0.548,0,Value
631,52252.0,0.331,58,701.0,0,0,0.459,0,Core
632,72567.0,0.202,29,675.0,0,0,0.724,0,Value
633,25801.0,0.313,45,611.0,0,0,0.375,0,Core
634,15095.0,0.321,39,668.0,0,0,0.789,0,HighRisk
635,26671.0,0.457,52,686.0,0,0,0.788,0,Value
636,26898.0,0.465,23,693.0,1,0,0.827,0,Core
637,27820.0,0.28,55,706.0,0,0,0.633,0,Value
638,20137.0,0.294,57,731.0,0,0,0.443,0,Core
639,36419.0,0.4,32,642.0,0,0,0.574,0,HighRisk
640,35724.0,0.25,28,642.0,0,1,0.634,0,HighRisk
641,17623.0,0.391,51,760.0,0,0,0.427,0,Value
642,37976.0,0.309,33,722.0,0,0,0.843,0,Core
643,60988.0,0.204,67,659.0,0,0,0.678,0,Value
644,31577.0,0.205,58,674.0,0,0,0.354,0,Core
645,26422.0,0.494,67,674.0,0,0,0.964,0,Core
646,28291.0,0.301,47,682.0,0,0,0.571,0,HighRisk
647,36877.0,0.517,66,706.0,0,0,0.309,0,Core
648,16224.0,0.258,21,819.0,1,0,0.367,0,Core
649,31494.0,0.355,35,690.0,0,0,0.877,0,Core
650,25935.0,0.607,21,716.0,1,0,0.951,0,HighRisk
651,56769.0,0.193,54,587.0,0,0,0.772,0,HighRisk
652,27974.0,0.092,46,653.0,0,0,0.84,0,Core
653,53304.0,0.474,35,748.0,0,0,0.818,0,Core
654,20205.0,0.221,35,702.0,0,0,0.673,0,Value
655,36517.0,0.318,52,450.0,0,0,0.622,0,Core
656,33249.0,0.25,29,717.0,0,0,0.669,0,HighRisk
657,21935.0,0.352,46,785.0,0,0,0.712,0,HighRisk
658,31637.0,0.206,51,570.0,0,0,0.387,0,Value
659,45451.0,0.298,32,764.0,0,0,0.711,0,Core
660,26547.0,0.374,32,528.0,1,0,0.871,0,Value
661,16446.0,0.199,38,732.0,1,0,0.505,0,HighRisk
662,29550.0,0.236,50,680.0,0,0,0.481,0,Core
663,21680.0,0.278,33,551.0,0,0,0.655,0,HighRisk
664,26375.0,0.149,39,705.0,0,0,0.407,0,Core
665,28896.0,0.269,47,743.0,0,1,0.26,0,HighRisk
666,16367.0,0.334,30,700.0,0,0,0.802,0,Value
667,16891.0,0.272,48,712.0,0,0,0.451,0,Core
668,35197.0,0.287,27,657.0,1,0,0.554,0,Core
669,24762.0,0.318,27,578.0,1,0,0.416,0,Core
670,15000.0,0.241,32,718.0,0,0,0.831,0,Core
671,39132.0,0.403,35,776.0,0,0,0.738,0,HighRisk
672,32707.0,0.492,22,742.0,1,1,0.497,0,Core
673,23159.0,0.264,68,571.0,0,0,0.29,0,HighRisk
674,18753.0,0.378,36,597.0,0,0,0.474,0,Core
675,39836.0,0.291,60,633.0,0,0,0.675,0,Value
676,33600.0,0.364,65,592.0,0,0,0.591,0,HighRisk
677,68454.0,0.508,60,682.0,0,1,0.574,0,Value
678,34443.0,0.381,61,702.0,1,0,0.597,0,HighRisk
679,34054.0,0.107,25,601.0,1,0,0.717,0,HighRisk
680,28045.0,0.374,39,723.0,0,0,0.541,0,Value
681,39572.0,0.468,57,713.0,0,0,0.649,0,Value
682,37004.0,0.293,49,650.0,0,0,0.333,0,Core
683,46079.0,0.439,21,671.0,1,0,1.112,0,Core
684,24774.0,0.237,48,573.0,0,0,0.488,0,Core
685,25530.0,0.142,60,662.0,0,0,0.595,0,Value
686,25142.0,0.337,61,680.0,0,0,0.675,0,Value
687,39214.0,0.109,39,689.0,0,0,0.46,0,Value
688,50233.0,0.291,32,701.0,0,0,0.552,1,HighRisk
689,25321.0,0.474,36,693.0,0,0,0.549,0,Core
690,25625.0,0.091,35,665.0,0,1,0.349,0,HighRisk
691,33187.0,0.166,37,696.0,0,0,0.646,0,Core
692,27282.0,0.196,35,735.0,0,0,0.187,0,Core
693,41490.0,0.312,43,675.0,1,0,0.936,0,Value
694,15000.0,0.276,23,697.0,1,0,0.724,0,Core
695,22262.0,0.488,34,670.0,1,0,0.691,0,Value
696,22610.0,0.435,36,644.0,0,0,0.168,0,Value
697,15000.0,0.379,28,709.0,0,0,0.376,0,Value
698,21221.0,0.337,64,649.0,0,0,0.856,0,Core
699,21584.0,0.367,54,701.0,0,0,1.463,0,Core
700,27712.0,0.217,65,682.0,0,0,0.813,0,Core
701,43894.0,0.423,48,663.0,0,0,0.778,0,Core
702,27289.0,0.187,26,662.0,1,0,0.665,0,Core
703,20727.0,0.42,65,652.0,0,0,0.364,0,Core
704,29146.0,0.462,43,589.0,0,0,0.769,0,Value
705,42925.0,0.345,54,701.0,0,0,0.308,0,HighRisk
706,21129.0,0.299,39,693.0,0,0,0.284,0,Value
707,21618.0,0.368,45,727.0,0,0,0.27,0,Core
708,36152.0,0.05,44,651.0,0,0,0.765,0,Value
709,27514.0,0.356,34,784.0,0,0,0.537,0,Core
710,37295.0,0.306,48,659.0,0,0,0.572,0,Core
711,29591.0,0.314,56,632.0,0,0,0.547,0,Core
712,38009.0,0.405,21,625.0,1,0,0.302,0,HighRisk
713,20697.0,0.311,27,585.0,1,0,0.402,0,Value
714,29607.0,0.183,62,764.0,0,1,0.414,0,Core
715,27619.0,0.303,48,755.0,0,0,0.241,0,Value
716,19427.0,0.328,68,713.0,0,0,0.439,1,HighRisk
717,17202.0,0.334,50,631.0,1,0,0.312,0,Core
718,37798.0,0.339,53,780.0,0,0,0.677,0,Value
719,26296.0,0.445,65,661.0,0,0,0.695,0,Core
720,20789.0,0.19,53,665.0,0,1,0.265,0,Core
721,28748.0,0.341,37,759.0,1,0,0.485,0,HighRisk
722,44126.0,0.475,46,716.0,1,0,0.958,0,Core
723,15000.0,0.112,32,801.0,0,0,0.334,0,Value
724,17609.0,0.342,37,694.0,1,0,0.644,0,Core
725,21525.0,0.25,54,658.0,0,0,0.573,1,Value
726,49583.0,0.276,28,646.0,1,0,0.79,0,Value
727,32824.0,0.211,53,578.0,0,0,0.615,0,HighRisk
728,38893.0,0.3,49,665.0,0,0,0.455,0,Value
729,19949.0,0.541,36,743.0,0,0,0.565,0,Value
730,20094.0,0.168,23,713.0,1,0,0.568,0,Core
731,34778.0,0.18,55,681.0,0,0,0.53,0,Core
732,30345.0,0.164,61,625.0,1,0,0.26,0,Value
733,36028.0,0.527,56,692.0,0,0,0.823,0,Core
734,27842.0,0.265,41,736.0,0,0,0.785,0,Core
735,32773.0,0.317,53,704.0,1,0,0.32,0,HighRisk
736,31424.0,0.272,41,689.0,0,0,0.484,0,Core
737,39035.0,0.207,38,636.0,0,0,0.5,0,Core
738,39437.0,0.292,37,728.0,0,0,0.296,0,HighRisk
739,16866.0,0.615,31,508.0,0,0,0.139,0,Value
740,15000.0,0.487,68,701.0,0,1,0.402,0,Value
741,42218.0,0.218,53,821.0,0,0,0.472,0,Core
742,45058.0,0.398,29,597.0,0,0,0.233,0,Core
743,20802.0,0.22,63,667.0,1,0,0.589,0,Value
744,15507.0,0.107,28,680.0,1,0,0.806,0,Core
745,30781.0,0.442,50,655.0,0,0,0.735,0,Value
746,41184.0,0.459,29,737.0,0,0,0.522,0,Core
747,55779.0,0.446,38,706.0,0,0,0.145,0,Core
748,35621.0,0.264,53,688.0,1,0,0.707,0,Core
749,26105.0,0.3,69,724.0,0,0,0.582,0,Core
750,21751.0,0.41,69,681.0,0,1,0.643,0,Core
751,29852.0,0.367,64,850.0,0,0,0.976,0,Value
752,26776.0,0.273,32,688.0,0,0,0.369,0,Value
753,20842.0,0.126,25,691.0,1,0,0.02,0,Core
754,60905.0,0.334,65,586.0,0,0,0.318,0,Value
755,55537.0,0.449,66,650.0,0,0,0.657,0,Core
756,44250.0,0.176,34,743.0,0,0,0.556,0,Core
757,21541.0,0.397,21,607.0,1,0,0.283,0,HighRisk
758,40105.0,0.36,52,561.0,0,0,0.238,0,Value
759,37193.0,0.41,24,682.0,1,0,0.472,0,Value
760,34714.0,0.425,22,755.0,1,0,0.276,0,Core
761,46045.0,0.237,66,682.0,0,0,0.665,0,Core
762,37137.0,0.126,45,662.0,1,0,0.459,0,Value
763,38523.0,0.256,26,578.0,1,0,0.412,0,Value
764,37157.0,0.427,53,705.0,0,0,0.383,0,Value
765,33499.0,0.255,39,716.0,0,0,0.608,0,HighRisk
766,15926.0,0.237,47,582.0,0,0,0.559,0,Core
767,30616.0,0.101,65,742.0,0,0,0.594,0,Value
768,24473.0,0.53,32,722.0,1,0,0.59,0,Value
769,18997.0,0.419,52,742.0,0,0,0.534,0,Core
770,53564.0,0.412,61,712.0,0,0,0.323,0,Core
771,54456.0,0.436,41,716.0,0,0,0.389,0,Value
772,47845.0,0.389,68,709.0,0,0,0.463,0,Core
773,32511.0,0.291,42,728.0,0,0,1.004,0,Value
774,47702.0,0.3,43,580.0,0,0,0.253,0,Value
775,29858.0,0.269,64,597.0,0,0,0.458,0,Core
776,31920.0,0.636,52,640.0,0,1,0.572,0,Core
777,20278.0,0.387,63,673.0,0,0,0.483,0,Value
778,34165.0,0.264,59,701.0,0,0,0.786,0,Core
779,30368.0,0.376,55,698.0,1,0,0.482,0,HighRisk
780,18846.0,0.199,32,741.0,0,0,0.498,0,Core
781,29205.0,0.501,40,743.0,0,0,0.729,0,HighRisk
782,28914.0,0.241,63,632.0,0,0,0.948,0,Core
783,55779.0,0.38,51,693.0,1,0,0.86,0,Core
784,40659.0,0.448,34,633.0,0,0,0.52,0,Value
785,29852.0,0.366,37,670.0,0,0,0.539,0,Core
786,32438.0,0.331,59,698.0,0,0,0.56,0,Core
787,30196.0,0.321,29,493.0,0,0,0.582,0,Core
788,27694.0,0.313,26,813.0,1,0,0.364,0,Value
789,20356.0,0.251,58,711.0,0,0,0.756,1,Value
790,28202.0,0.266,35,647.0,0,0,0.595,0,Core
791,22899.0,0.498,58,786.0,0,1,0.54,0,Core
792,19195.0,0.307,47,661.0,0,0,0.27,0,Core
793,35558.0,0.226,69,687.0,0,0,0.564,0,HighRisk
794,34096.0,0.258,46,653.0,0,0,0.133,0,Core
795,15909.0,0.452,63,771.0,0,0,0.422,0,Value
796,28483.0,0.401,62,674.0,0,0,0.426,0,Core
797,42129.0,0.387,31,688.0,0,0,0.613,0,Value
798,43076.0,0.289,69,746.0,0,0,0.964,0,HighRisk
799,42576.0,0.389,57,712.0,0,0,0.676,0,Core
800,30140.0,0.243,26,677.0,1,0,0.869,0,Value
801,22120.0,0.289,21,741.0,1,0,0.692,0,Core
802,20347.0,0.436,34,820.0,0,1,0.798,0,Value
803,33544.0,0.425,21,697.0,1,0,0.959,0,Core
804,33954.0,0.202,38,686.0,1,0,0.389,0,Core
805,46656.0,0.217,69,689.0,0,0,0.375,0,Core
806,43695.0,0.333,44,752.0,0,0,0.697,0,Core
807,28388.0,0.527,22,647.0,1,0,0.549,0,HighRisk
808,19236.0,0.09,45,665.0,0,0,0.598,0,Value
809,26591.0,0.353,31,595.0,1,0,0.495,0,Core
810,32081.0,0.155,62,615.0,0,0,0.419,0,Core
811,27702.0,0.244,25,652.0,1,0,0.907,0,Value
812,24288.0,0.276,58,677.0,0,0,0.308,0,Core
813,32484.0,0.27,42,777.0,0,0,0.701,0,Core
814,24925.0,0.256,21,709.0,1,1,0.665,0,Value
815,23865.0,0.321,53,630.0,0,0,0.203,0,Core
816,33157.0,0.256,43,640.0,0,0,0.367,0,Core
817,25830.0,0.145,58,756.0,0,0,0.404,0,Core
818,32385.0,0.414,51,742.0,0,0,0.674,0,Core
819,32716.0,0.41,59,682.0,1,0,0.469,0,Value
820,19954.0,0.421,43,656.0,1,0,0.531,0,Value
821,25124.0,0.135,21,742.0,1,0,0.229,0,HighRisk
822,49179.0,0.356,27,625.0,1,0,1.062,0,Core
823,19797.0,0.401,43,702.0,0,1,0.566,0,Value
824,15000.0,0.196,40,805.0,1,0,0.66,0,HighRisk
825,15496.0,0.321,59,691.0,0,0,0.431,0,Value
826,30037.0,0.306,41,637.0,0,0,0.406,0,HighRisk
827,30056.0,0.541,63,703.0,0,0,0.971,0,HighRisk
828,28534.0,0.551,30,654.0,0,0,0.128,0,Value
829,45477.0,0.12,39,603.0,0,0,0.611,0,HighRisk
830,15000.0,0.619,58,719.0,0,0,0.283,0,Value
831,34152.0,0.21,27,741.0,1,0,0.461,0,Core
832,51354.0,0.438,36,663.0,0,0,0.41,0,HighRisk
833,20036.0,0.436,57,659.0,0,1,0.333,0,Value
834,26032.0,0.201,49,627.0,0,0,0.558,0,Core
835,22845.0,0.379,59,672.0,0,0,0.02,0,Core
836,21742.0,0.307,46,649.0,0,1,0.481,0,Core
837,26524.0,0.387,63,624.0,0,0,0.53,0,HighRisk
838,49002.0,0.348,63,784.0,0,0,0.251,0,Core
839,56562.0,0.464,68,706.0,0,0,0.883,0,Core
840,26434.0,0.329,26,711.0,1,0,0.419,0,Core
841,57917.0,0.3,49,729.0,0,0,0.498,0,Core
842,30105.0,0.452,26,722.0,1,0,0.42,0,HighRisk
843,54929.0,0.39,32,657.0,1,0,0.532,0,Core
844,28777.0,0.408,35,695.0,0,0,0.838,0,Core
845,31128.0,0.24,52,665.0,1,0,1.094,0,Core
846,33790.0,0.195,42,704.0,0,0,0.714,0,Value
847,90454.0,0.252,63,699.0,1,0,0.789,0,Value
848,40053.0,0.246,35,659.0,0,0,0.928,1,Core
849,23213.0,0.414,51,607.0,0,0,0.605,0,Core
850,41737.0,0.437,58,688.0,0,0,0.895,0,HighRisk
851,26196.0,0.301,69,669.0,0,0,0.724,0,Value
852,25049.0,0.492,33,576.0,0,0,0.582,0,Value
853,40864.0,0.484,56,708.0,0,0,0.627,0,Core
854,30058.0,0.349,25,733.0,1,0,0.149,0,HighRisk
855,32778.0,0.221,47,819.0,0,0,0.614,0,Value
856,29879.0,0.509,41,658.0,0,0,0.21,0,Core
857,33450.0,0.313,67,650.0,0,0,0.192,0,HighRisk
858,34501.0,0.335,58,619.0,0,1,0.592,0,HighRisk
859,15094.0,0.279,66,691.0,0,0,0.305,0,Value
860,37545.0,0.213,62,691.0,0,0,0.548,0,Value
861,21084.0,0.144,41,635.0,0,0,0.58,0,Core
862,17947.0,0.396,56,670.0,0,0,0.59,0,Core
863,29131.0,0.226,22,571.0,1,0,0.351,0,Core
864,30620.0,0.687,48,731.0,0,0,0.748,0,Value
865,23325.0,0.19,23,638.0,1,1,0.53,0,Core
866,39770.0,0.169,56,678.0,0,0,0.647,0,Core
867,18587.0,0.381,68,602.0,0,0,0.287,0,HighRisk
868,25786.0,0.504,54,648.0,0,0,0.511,0,Core
869,24229.0,0.328,62,665.0,0,0,0.791,0,Value
870,29252.0,0.389,32,679.0,0,0,0.763,0,Core
871,32781.0,0.099,69,706.0,0,0,0.375,0,Core
872,20894.0,0.239,47,759.0,0,0,0.43,0,Core
873,38311.0,0.191,54,720.0,0,0,0.332,0,Core
874,30396.0,0.093,58,733.0,0,1,0.406,0,Core
875,15334.0,0.334,52,760.0,0,0,0.242,0,Core
876,15000.0,0.051,36,711.0,0,0,0.52,0,Value
877,29605.0,0.161,50,678.0,0,1,0.689,0,Core
878,27520.0,0.256,53,736.0,0,0,0.377,0,Core
879,28676.0,0.22,63,739.0,0,0,0.53,0,Core
880,29443.0,0.368,44,716.0,0,0,0.501,0,Core
881,32175.0,0.357,45,600.0,0,0,0.782,0,Core
882,41427.0,0.427,45,634.0,0,0,0.415,0,Core
883,20153.0,0.41,26,665.0,1,0,0.423,0,Value
884,19728.0,0.457,25,723.0,1,0,0.364,0,Value
885,20279.0,0.32,22,679.0,1,1,0.3,0,HighRisk
886,32896.0,0.356,53,743.0,0,1,0.666,0,Value
887,45969.0,0.381,41,752.0,0,0,0.52,0,Core
888,25566.0,0.337,63,746.0,0,0,0.562,0,Core
889,15000.0,0.272,55,746.0,1,0,0.83,0,Core
890,16376.0,0.28,27,623.0,1,0,0.843,0,Value
891,22213.0,0.222,25,707.0,1,0,0.188,0,Core
892,24460.0,0.371,38,647.0,0,0,0.693,0,Core
893,25773.0,0.309,66,589.0,0,0,0.6,0,HighRisk
894,30137.0,0.24,23,664.0,1,0,0.448,0,Core
895,26659.0,0.241,30,753.0,0,0,0.622,0,Core
896,42928.0,0.175,22,705.0,1,0,0.17,0,HighRisk
897,23468.0,0.437,41,791.0,0,0,0.872,0,Core
898,21987.0,0.329,69,690.0,0,0,0.663,0,Core
899,35158.0,0.216,54,815.0,0,1,0.36,0,Core
900,17370.0,0.417,45,690.0,0,0,0.421,0,Core
901,34077.0,0.253,28,681.0,0,0,0.175,0,HighRisk
902,30819.0,0.151,38,610.0,0,0,0.481,0,Value
903,28237.0,0.443,46,741.0,0,0,0.444,0,Core
904,51839.0,0.256,34,652.0,0,0,0.258,0,Core
905,23914.0,0.271,55,644.0,0,0,0.721,1,Core
906,61151.0,0.325,69,750.0,0,0,0.831,0,Value
907,27477.0,0.457,31,744.0,0,0,0.544,0,Core
908,19016.0,0.322,33,742.0,0,0,0.483,0,Core
909,30469.0,0.176,27,660.0,1,0,0.646,0,Value
910,20400.0,0.385,56,677.0,0,1,0.546,0,HighRisk
911,22854.0,0.262,43,677.0,0,0,0.312,0,HighRisk
912,34165.0,0.547,34,723.0,0,0,0.406,0,Value
913,36115.0,0.32,31,765.0,0,0,0.485,0,Core
914,23915.0,0.052,24,700.0,1,0,0.605,0,Value
